timestamp,status,user,token_id
2023-07-18,success,0xca1e641fa450e9fbccfa6b72a45afea157279c6a,243541291
2023-07-18,success,0x654727c8b853915bf52ebd5b76fa564e5e9d7375,243541290
2023-07-18,success,0x19897bb54f46219ccc9715a8f36938745d867bb0,243541289
2023-07-18,success,0x2b1ea053e32f7fd414a2a496f11b044bb04ce890,243541283
2023-07-18,success,0x19897bb54f46219ccc9715a8f36938745d867bb0,243541282
2023-07-18,success,0x8b91c0dd24c4fd4f973e49ed8568921e31cf38b7,243541281
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541280
2023-07-18,success,0x2b1ea053e32f7fd414a2a496f11b044bb04ce890,243541279
2023-07-18,success,0xca1e641fa450e9fbccfa6b72a45afea157279c6a,243541278
2023-07-18,success,0x8b91c0dd24c4fd4f973e49ed8568921e31cf38b7,243541272
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541271
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541270
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541269
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541268
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541267
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541266
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541265
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541264
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541263
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541262
2023-07-18,success,0x8b91c0dd24c4fd4f973e49ed8568921e31cf38b7,243541261
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541255
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541254
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541253
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541252
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541251
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541250
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541249
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541248
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541247
2023-07-18,success,0xa667b9a85bae7313a1907389f42d5e5551adffd5,243541246
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541245
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541194
2023-07-18,success,0x2b1ea053e32f7fd414a2a496f11b044bb04ce890,243541173
2023-07-18,success,0x654727c8b853915bf52ebd5b76fa564e5e9d7375,243541167
2023-07-18,success,0xb481f8318a5e3c2b8e73610b588b0b0075034068,243541151
2023-07-18,success,0x7d2ce23376555063317aca64b86ac7e6cfd1f3a4,243541140
2023-07-18,success,0xca1e641fa450e9fbccfa6b72a45afea157279c6a,243541139
2023-07-18,success,0x2b1ea053e32f7fd414a2a496f11b044bb04ce890,243541133
2023-07-18,success,0x2d6c2cfa4a77dbfb88a4f5ee691cc93b42bc2e76,243541107
2023-07-18,success,0x654727c8b853915bf52ebd5b76fa564e5e9d7375,243541101
2023-07-18,success,0x2d6c2cfa4a77dbfb88a4f5ee691cc93b42bc2e76,243541090
2023-07-18,success,0x73f9e267a65bac93535b8b252686dc4a696900b6,243541089
2023-07-18,success,0xe6f6bd33a270471e02b1a46d8dd905344d03b02e,243541078
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541042
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541041
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243541025
2023-07-18,success,0x654727c8b853915bf52ebd5b76fa564e5e9d7375,243541024
2023-07-18,success,0x50d09425fdf7e990a0aaa8ac6fdccc6086479f86,243540993
2023-07-18,success,0x400ec5dc8de111d76dae78127e3059a5f6cdd406,243540962
